pitcher,name,starts,bf,k_per_pa,proj_mean_k,p_ge_4,p_ge_5,p_ge_6,p_ge_7,p_ge_8,p_ge_9,fair_4plus,fair_5plus,fair_6plus,fair_7plus,fair_8plus,fair_9plus
677944,"Cecconi, Slade",52,22,0.2006,4.41,0.6703,0.4598,0.2697,0.1345,0.057,0.0205,1.49,2.17,3.71,7.44,17.55,48.78
607067,"Rea, Colin",75,23,0.1917,4.41,0.6683,0.4586,0.2697,0.1352,0.0578,0.0211,1.5,2.18,3.71,7.4,17.3,47.44
689017,"Knack, Landon",24,19,0.2312,4.39,0.6716,0.4571,0.2635,0.1277,0.0518,0.0175,1.49,2.19,3.79,7.83,19.32,57.06
656288,"Canning, Griffin",55,22,0.1996,4.39,0.6664,0.4553,0.2659,0.1319,0.0556,0.0199,1.5,2.2,3.76,7.58,17.98,50.23
691951,"Aldegheri, Sam",9,22,0.1988,4.37,0.663,0.4515,0.2626,0.1298,0.0545,0.0194,1.51,2.21,3.81,7.7,18.36,51.52
675512,"Melton, Troy",10,22,0.1987,4.37,0.6626,0.4512,0.2623,0.1296,0.0544,0.0194,1.51,2.22,3.81,7.72,18.4,51.64
682610,"Muñoz, Roddery",18,21,0.2074,4.36,0.6609,0.448,0.2585,0.1263,0.0522,0.0182,1.51,2.23,3.87,7.92,19.17,54.94
687473,"Gusto, Ryan",20,20,0.2176,4.35,0.6618,0.4476,0.257,0.1244,0.0507,0.0173,1.51,2.23,3.89,8.04,19.73,57.67
682990,"Priester, Quinn",38,22,0.1977,4.35,0.6583,0.4463,0.2582,0.1269,0.0529,0.0187,1.52,2.24,3.87,7.88,18.89,53.34
669947,"Scholtens, Jesse",10,20,0.2171,4.34,0.6597,0.4452,0.255,0.1231,0.05,0.0171,1.52,2.25,3.92,8.12,20.0,58.6
607536,"Freeland, Kyle",62,24,0.181,4.34,0.6548,0.4446,0.2587,0.1285,0.0546,0.0198,1.53,2.25,3.87,7.78,18.32,50.42
695076,"Lowder, Rhett",16,22,0.1973,4.34,0.6566,0.4445,0.2567,0.1259,0.0524,0.0185,1.52,2.25,3.9,7.94,19.08,53.99
671106,"Allen, Logan",50,23,0.1883,4.33,0.6533,0.4419,0.2555,0.1258,0.0528,0.0189,1.53,2.26,3.91,7.95,18.95,53.01
686563,"Cannon, Jonathan",43,23,0.1884,4.33,0.6539,0.4425,0.2561,0.1262,0.053,0.0189,1.53,2.26,3.91,7.92,18.88,52.78
621112,"Blackburn, Paul",20,22,0.1967,4.33,0.654,0.4416,0.2543,0.1243,0.0516,0.0182,1.53,2.26,3.93,8.04,19.39,55.05
641793,"Littell, Zack",74,23,0.1879,4.32,0.6515,0.4399,0.2539,0.1248,0.0522,0.0186,1.53,2.27,3.94,8.02,19.16,53.71
527048,"Pérez, Martín",49,22,0.1958,4.31,0.6499,0.4371,0.2505,0.1219,0.0503,0.0176,1.54,2.29,3.99,8.21,19.89,56.78
641778,"Lauer, Eric",31,20,0.2154,4.31,0.6529,0.4378,0.2488,0.1192,0.048,0.0162,1.53,2.28,4.02,8.39,20.84,61.64
686730,"Spiers, Carson",23,21,0.2048,4.3,0.6501,0.4361,0.2486,0.1199,0.0488,0.0168,1.54,2.29,4.02,8.34,20.48,59.53
672782,"Gómez, Yoendrys",15,20,0.2149,4.3,0.651,0.4357,0.2471,0.1181,0.0474,0.016,1.54,2.3,4.05,8.47,21.09,62.53
656794,"Newcomb, Sean",11,19,0.2265,4.3,0.6537,0.4371,0.2469,0.117,0.0463,0.0153,1.53,2.29,4.05,8.55,21.59,65.34
677958,"Rocker, Kumar",30,21,0.2041,4.29,0.647,0.4326,0.2458,0.1181,0.0479,0.0164,1.55,2.31,4.07,8.47,20.88,60.95
687064,"Young, Brandon",22,22,0.1943,4.27,0.6432,0.4298,0.2445,0.118,0.0483,0.0168,1.55,2.33,4.09,8.47,20.71,59.66
676467,"Gordon, Colton",21,21,0.2031,4.27,0.6429,0.4283,0.2422,0.1158,0.0467,0.0159,1.56,2.33,4.13,8.64,21.4,62.8
676106,"Hancock, Emerson",41,22,0.1933,4.25,0.6388,0.425,0.2407,0.1155,0.047,0.0162,1.57,2.35,4.16,8.66,21.28,61.64
641771,"Kuhl, Chad",6,19,0.2236,4.25,0.6428,0.4252,0.2373,0.1109,0.0433,0.0141,1.56,2.35,4.21,9.02,23.09,70.92
688138,"Evans, Logan",16,22,0.1933,4.25,0.6389,0.4251,0.2407,0.1156,0.047,0.0162,1.57,2.35,4.15,8.65,21.26,61.59
695549,"Jobe, Jackson",11,21,0.2019,4.24,0.6378,0.4228,0.2378,0.113,0.0453,0.0153,1.57,2.37,4.21,8.85,22.08,65.24
594902,"Lively, Ben",37,22,0.1923,4.23,0.6345,0.4203,0.2368,0.1131,0.0458,0.0157,1.58,2.38,4.22,8.84,21.85,63.68
664299,"Javier, Cristian",17,21,0.2009,4.22,0.6337,0.4183,0.2342,0.1107,0.0441,0.0149,1.58,2.39,4.27,9.04,22.66,67.31
665871,"Assad, Javier",43,22,0.1913,4.21,0.6302,0.4158,0.2332,0.1108,0.0446,0.0152,1.59,2.4,4.29,9.03,22.43,65.71
668964,"Myers, Tobias",34,20,0.2103,4.21,0.6324,0.4156,0.2308,0.1078,0.0423,0.0139,1.58,2.41,4.33,9.28,23.66,71.91
607259,"Martinez, Nick",59,23,0.183,4.21,0.6288,0.4154,0.2338,0.1118,0.0454,0.0157,1.59,2.41,4.28,8.95,22.0,63.55
663855,"Hicks, Jordan",29,21,0.1998,4.2,0.6288,0.4131,0.23,0.1081,0.0428,0.0143,1.59,2.42,4.35,9.25,23.35,69.81
691725,"Painter, Andrew",13,21,0.1993,4.19,0.6266,0.4108,0.2281,0.1069,0.0423,0.0141,1.6,2.43,4.38,9.35,23.67,70.97
680730,"Parker, Mitchell",62,23,0.1816,4.18,0.6222,0.4084,0.2282,0.1083,0.0437,0.015,1.61,2.45,4.38,9.24,22.91,66.73
641743,"Kay, Anthony",14,22,0.1895,4.17,0.6218,0.4069,0.2261,0.1063,0.0423,0.0143,1.61,2.46,4.42,9.41,23.62,69.99
685299,"Gordon, Tanner",30,21,0.1988,4.17,0.6243,0.4084,0.2262,0.1057,0.0417,0.0139,1.6,2.45,4.42,9.46,24.0,72.2
690928,"Dobbins, Hunter",16,20,0.208,4.16,0.6227,0.4053,0.2227,0.1028,0.0398,0.0129,1.61,2.47,4.49,9.73,25.13,77.36
641540,"Dunning, Dane",22,19,0.2191,4.16,0.6249,0.4062,0.2221,0.1016,0.0388,0.0123,1.6,2.46,4.5,9.85,25.8,81.15
674370,"Bido, Osvaldo",30,20,0.2077,4.15,0.6214,0.404,0.2217,0.1022,0.0395,0.0128,1.61,2.48,4.51,9.79,25.32,78.07
571578,"Corbin, Patrick",75,22,0.188,4.14,0.6151,0.3999,0.2205,0.1029,0.0406,0.0136,1.63,2.5,4.53,9.72,24.62,73.57
688107,"Gasser, Robert",11,21,0.1965,4.13,0.6143,0.3979,0.218,0.1007,0.0392,0.0129,1.63,2.51,4.59,9.94,25.53,77.81
669467,"Pallante, Andre",65,23,0.1797,4.13,0.6135,0.3993,0.2209,0.1037,0.0414,0.014,1.63,2.5,4.53,9.64,24.18,71.23
621111,"Buehler, Walker",54,22,0.1875,4.12,0.6128,0.3975,0.2187,0.1017,0.0401,0.0134,1.63,2.52,4.57,9.83,24.97,74.83
573186,"Stroman, Marcus",38,23,0.1787,4.11,0.6089,0.3945,0.2172,0.1014,0.0402,0.0136,1.64,2.54,4.61,9.86,24.88,73.73
592351,"Gray, Jon",21,20,0.2056,4.11,0.6127,0.3949,0.2146,0.0978,0.0374,0.012,1.63,2.53,4.66,10.22,26.73,83.39
628317,"Maeda, Kenta",23,20,0.2057,4.11,0.6132,0.3955,0.215,0.0981,0.0375,0.012,1.63,2.53,4.65,10.19,26.64,83.06
678906,"Teng, Kai-Wei",18,18,0.2277,4.1,0.6129,0.392,0.2096,0.0931,0.0343,0.0104,1.63,2.55,4.77,10.74,29.17,95.95
572020,"Paxton, James",20,22,0.1865,4.1,0.6084,0.3929,0.2151,0.0995,0.039,0.0129,1.64,2.55,4.65,10.05,25.67,77.38
695418,"Lord, Brad",24,20,0.2052,4.1,0.611,0.3932,0.2132,0.097,0.037,0.0118,1.64,2.54,4.69,10.31,27.02,84.49
544150,"Suárez, Albert",32,21,0.1954,4.1,0.6094,0.3928,0.214,0.0982,0.038,0.0124,1.64,2.55,4.67,10.18,26.33,80.78
674072,"Henry, Tommy",10,20,0.2051,4.1,0.6107,0.3928,0.2129,0.0968,0.0369,0.0118,1.64,2.55,4.7,10.33,27.07,84.68
663978,"Paddack, Chris",58,22,0.1859,4.09,0.6055,0.39,0.2128,0.0981,0.0383,0.0126,1.65,2.56,4.7,10.19,26.13,79.06
592866,"Williams, Trevor",30,20,0.2038,4.08,0.6049,0.3869,0.2083,0.0941,0.0356,0.0113,1.65,2.58,4.8,10.63,28.07,88.47
676083,"Junk, Janson",33,22,0.1848,4.07,0.6003,0.3847,0.2087,0.0956,0.0371,0.0122,1.67,2.6,4.79,10.46,26.98,82.19
687765,"Spence, Mitch",41,21,0.1931,4.06,0.5994,0.3826,0.2061,0.0935,0.0357,0.0115,1.67,2.61,4.85,10.7,28.02,87.09
674841,"Alvarez, Andrew",11,18,0.2257,4.06,0.6052,0.3841,0.2036,0.0896,0.0327,0.0098,1.65,2.6,4.91,11.16,30.62,101.76
596295,"Gomber, Austin",42,24,0.1691,4.06,0.5969,0.3831,0.2091,0.097,0.0383,0.0129,1.68,2.61,4.78,10.31,26.12,77.49
683155,"Estes, Joey",29,22,0.1844,4.06,0.5984,0.3827,0.2071,0.0947,0.0366,0.012,1.67,2.61,4.83,10.56,27.31,83.42
700241,"McGreevy, Michael",34,23,0.1766,4.06,0.5987,0.3841,0.2091,0.0964,0.0378,0.0126,1.67,2.6,4.78,10.37,26.49,79.55
663738,"Lynch IV, Daniel",6,20,0.2024,4.05,0.5988,0.3807,0.2036,0.0913,0.0343,0.0108,1.67,2.63,4.91,10.96,29.17,92.67
605288,"Houser, Adrian",45,23,0.1754,4.04,0.5929,0.3781,0.2045,0.0937,0.0364,0.012,1.69,2.64,4.89,10.68,27.47,83.13
680573,"Woods Richardson, Simeon",61,20,0.2019,4.04,0.5969,0.3788,0.2021,0.0904,0.0339,0.0106,1.68,2.64,4.95,11.06,29.52,94.01
477132,"Kershaw, Clayton",27,21,0.1925,4.04,0.5966,0.3797,0.2039,0.0922,0.0351,0.0112,1.68,2.63,4.9,10.85,28.51,88.93
500779,"Quintana, Jose",63,23,0.1754,4.03,0.5927,0.3779,0.2043,0.0936,0.0364,0.012,1.69,2.65,4.89,10.69,27.51,83.25
669387,"Mlodzinski, Carmen",29,19,0.2115,4.02,0.5939,0.3743,0.1976,0.087,0.0319,0.0097,1.68,2.67,5.06,11.5,31.36,102.79
605452,"Ross, Joe",13,20,0.1994,3.99,0.586,0.3679,0.1939,0.0856,0.0316,0.0098,1.71,2.72,5.16,11.68,31.61,102.12
672456,"Montero, Keider",51,21,0.1894,3.98,0.5824,0.3655,0.1932,0.0858,0.0321,0.0101,1.72,2.74,5.18,11.65,31.19,99.09
815083,"Farris, Mitch",10,18,0.2213,3.98,0.5879,0.3666,0.1906,0.0821,0.0293,0.0086,1.7,2.73,5.25,12.18,34.17,116.21
679883,"Avila, Luinder",5,18,0.2207,3.97,0.5851,0.3639,0.1886,0.081,0.0288,0.0084,1.71,2.75,5.3,12.35,34.77,118.68
666214,"Wentz, Joey",19,18,0.2206,3.97,0.5847,0.3635,0.1883,0.0808,0.0287,0.0084,1.71,2.75,5.31,12.38,34.87,119.07
607200,"Fedde, Erick",71,22,0.1791,3.94,0.5735,0.3579,0.1884,0.0836,0.0313,0.0099,1.74,2.79,5.31,11.96,31.92,100.69
606996,"Hart, Kyle",5,19,0.2075,3.94,0.5774,0.3579,0.1854,0.08,0.0287,0.0086,1.73,2.79,5.39,12.5,34.83,116.67
669084,"Hall, DL",13,18,0.2174,3.91,0.5721,0.3511,0.1792,0.0757,0.0264,0.0076,1.75,2.85,5.58,13.2,37.82,131.34
471911,"Carrasco, Carlos",32,20,0.1942,3.88,0.5631,0.3453,0.1774,0.0761,0.0273,0.0082,1.78,2.9,5.64,13.14,36.6,121.85
656641,"Latz, Jacob",15,17,0.2277,3.87,0.5637,0.3412,0.1707,0.0702,0.0237,0.0065,1.77,2.93,5.86,14.24,42.26,153.63
696131,"Black, Mason",11,18,0.2139,3.85,0.5575,0.3371,0.1692,0.0702,0.0241,0.0068,1.79,2.97,5.91,14.24,41.56,147.16
656756,"Montgomery, Jordan",23,22,0.1742,3.83,0.5492,0.3344,0.1712,0.0738,0.0268,0.0082,1.82,2.99,5.84,13.55,37.3,121.41
608650,"Enns, Dietrich",3,17,0.2248,3.82,0.5524,0.3305,0.1632,0.0662,0.022,0.006,1.81,3.03,6.13,15.11,45.51,167.95
608344,"Irvin, Cole",21,21,0.1816,3.81,0.5458,0.3301,0.1674,0.0711,0.0254,0.0076,1.83,3.03,5.97,14.06,39.41,131.31
641302,"Alexander, Tyler",34,19,0.2008,3.81,0.5483,0.3299,0.1653,0.0688,0.0238,0.0068,1.82,3.03,6.05,14.53,42.01,146.23
608372,"Sugano, Tomoyuki",44,23,0.1658,3.81,0.5446,0.3309,0.1695,0.0733,0.0268,0.0083,1.84,3.02,5.9,13.65,37.31,120.14
608566,"Márquez, Germán",32,23,0.165,3.8,0.5405,0.3271,0.1668,0.0717,0.0261,0.0081,1.85,3.06,6.0,13.94,38.31,124.03
690916,"Fitts, Richard",14,19,0.1997,3.79,0.5436,0.3255,0.1622,0.0672,0.0231,0.0066,1.84,3.07,6.16,14.89,43.32,151.7
641712,"Hudson, Dakota",18,23,0.1641,3.77,0.5356,0.3225,0.1635,0.0699,0.0253,0.0078,1.87,3.1,6.12,14.3,39.55,128.86
676508,"Casparius, Ben",10,17,0.2216,3.77,0.5397,0.3186,0.155,0.0619,0.0202,0.0054,1.85,3.14,6.45,16.16,49.48,185.74
800049,"Mazur, Adam",13,21,0.1793,3.76,0.5349,0.3198,0.1602,0.0672,0.0236,0.007,1.87,3.13,6.24,14.89,42.33,143.09
543294,"Hendricks, Kyle",58,22,0.171,3.76,0.5336,0.3197,0.1609,0.068,0.0242,0.0073,1.87,3.13,6.22,14.7,41.27,137.11
592836,"Walker, Taijuan",45,22,0.1705,3.75,0.5309,0.3172,0.1591,0.0671,0.0238,0.0071,1.88,3.15,6.28,14.91,42.01,140.04
623167,"Flexen, Chris",38,21,0.1784,3.75,0.5309,0.3162,0.1576,0.0658,0.023,0.0068,1.88,3.16,6.34,15.2,43.43,147.58
663567,"Lambert, Peter",20,18,0.2075,3.74,0.531,0.3123,0.152,0.061,0.0202,0.0055,1.88,3.2,6.58,16.38,49.48,181.49
548389,"Stripling, Ross",16,22,0.1698,3.74,0.5276,0.3141,0.157,0.0659,0.0233,0.007,1.9,3.18,6.37,15.18,42.94,143.76
615698,"Quantrill, Cal",60,21,0.1765,3.71,0.5215,0.3076,0.1517,0.0626,0.0216,0.0063,1.92,3.25,6.59,15.98,46.21,158.97
670766,"McCaughan, Darren",9,19,0.1942,3.69,0.5193,0.3032,0.1469,0.059,0.0197,0.0054,1.93,3.3,6.81,16.95,50.88,184.05
608334,"Fulmer, Carson",17,17,0.2168,3.68,0.5203,0.3009,0.1431,0.0557,0.0177,0.0046,1.92,3.32,6.99,17.94,56.35,217.13
571945,"Mikolas, Miles",78,22,0.1669,3.67,0.5129,0.3008,0.1478,0.0609,0.0211,0.0062,1.95,3.32,6.77,16.41,47.3,161.44
805123,"Blubaugh, AJ",8,16,0.2294,3.67,0.5179,0.297,0.1391,0.0529,0.0163,0.004,1.93,3.37,7.19,18.89,61.31,247.16
701519,"Adams, Travis",5,17,0.2159,3.67,0.5168,0.2978,0.1411,0.0547,0.0173,0.0045,1.93,3.36,7.09,18.28,57.66,223.23
669060,"Wilson, Bryse",26,20,0.183,3.66,0.5114,0.2973,0.1438,0.0579,0.0195,0.0055,1.96,3.36,6.95,17.26,51.39,183.14
687134,"Blalock, Bradley",18,23,0.1576,3.63,0.5014,0.2914,0.1421,0.0583,0.0202,0.0059,1.99,3.43,7.04,17.16,49.56,168.82
681190,"Vásquez, Randy",61,22,0.1636,3.6,0.4958,0.2855,0.1375,0.0555,0.0188,0.0054,2.02,3.5,7.27,18.02,53.08,185.29
663559,"Falter, Bailey",54,21,0.171,3.59,0.4947,0.2836,0.1355,0.0541,0.0181,0.0051,2.02,3.53,7.38,18.49,55.34,197.25
608723,"Voth, Austin",2,16,0.223,3.57,0.493,0.2751,0.125,0.0461,0.0137,0.0033,2.03,3.64,8.0,21.7,72.8,303.66
571927,"Matz, Steven",22,18,0.1958,3.52,0.4809,0.268,0.1229,0.0463,0.0144,0.0037,2.08,3.73,8.14,21.59,69.63,273.23
681867,"Criswell, Cooper",23,19,0.1853,3.52,0.4792,0.2679,0.1238,0.0473,0.0149,0.0039,2.09,3.73,8.08,21.16,66.92,255.43
686799,"Kochanowicz, Jack",46,23,0.1528,3.51,0.4755,0.2688,0.1271,0.0505,0.0169,0.0048,2.1,3.72,7.87,19.81,59.17,208.55
622608,"Senzatela, Antonio",31,22,0.159,3.5,0.4723,0.2652,0.1242,0.0487,0.016,0.0044,2.12,3.77,8.05,20.54,62.4,224.73
663969,"Phillips, Tyler",15,18,0.1914,3.45,0.4617,0.2519,0.1128,0.0415,0.0125,0.0031,2.17,3.97,8.86,24.11,79.78,321.39
676961,"Boushley, Caleb",3,16,0.2115,3.38,0.4476,0.2373,0.102,0.0354,0.0099,0.0022,2.23,4.21,9.81,28.23,100.75,447.6
596001,"Junis, Jakob",9,16,0.207,3.31,0.4297,0.2231,0.0937,0.0318,0.0087,0.0019,2.33,4.48,10.67,31.48,115.17,524.87
687396,"Headrick, Brent",1,13,0.2544,3.31,0.4306,0.2173,0.0863,0.0267,0.0063,0.0011,2.32,4.6,11.59,37.47,157.69,880.98
681982,"Anderson, Grant",2,14,0.2326,3.26,0.4169,0.2094,0.0835,0.0263,0.0065,0.0012,2.4,4.78,11.97,37.99,153.85,804.75
666205,"Muller, Kyle",4,16,0.2041,3.26,0.4181,0.2141,0.0886,0.0296,0.0079,0.0017,2.39,4.67,11.29,33.83,125.82,583.04
677161,"Kelly, Zack",1,14,0.2321,3.25,0.415,0.208,0.0828,0.026,0.0064,0.0012,2.41,4.81,12.08,38.45,156.11,818.81
670329,"Garcia, Rico",1,13,0.2485,3.23,0.4108,0.2023,0.0782,0.0235,0.0054,0.0009,2.43,4.94,12.78,42.51,184.13,1059.55
621389,"Blach, Ty",15,20,0.1608,3.22,0.4051,0.209,0.0888,0.0312,0.0091,0.0022,2.47,4.78,11.27,32.09,110.13,453.96
676879,"Ashby, Aaron",7,12,0.268,3.22,0.4073,0.1969,0.0736,0.021,0.0045,0.0007,2.45,5.08,13.58,47.66,223.95,1455.98
687606,"Schultz, Paxton",3,14,0.2287,3.2,0.4029,0.1988,0.0779,0.0241,0.0058,0.0011,2.48,5.03,12.84,41.58,171.85,917.84
596133,"Weaver, Luke",1,12,0.2656,3.19,0.4,0.1916,0.0709,0.02,0.0042,0.0006,2.5,5.22,14.1,50.02,237.6,1562.12
660761,"Suarez, José",14,14,0.226,3.16,0.3935,0.1919,0.0742,0.0226,0.0054,0.001,2.54,5.21,13.48,44.22,185.32,1003.89
670174,"Winckowski, Josh",12,16,0.1972,3.16,0.3908,0.1935,0.0772,0.0248,0.0064,0.0013,2.56,5.17,12.96,40.33,155.98,752.42
678368,"Bellozo, Valente",31,18,0.1742,3.14,0.3854,0.1922,0.0781,0.0259,0.007,0.0016,2.59,5.2,12.81,38.61,142.1,637.89
623211,"Brazobán, Huascar",4,14,0.2236,3.13,0.3846,0.1855,0.0708,0.0213,0.005,0.0009,2.6,5.39,14.12,46.92,199.22,1093.77
670990,"Ramírez, Yohan",4,13,0.24,3.12,0.3821,0.1815,0.0675,0.0195,0.0043,0.0007,2.62,5.51,14.82,51.38,232.25,1395.95
676428,"Hurter, Brant",14,14,0.2231,3.12,0.3829,0.1843,0.0702,0.0211,0.0049,0.0009,2.61,5.43,14.25,47.46,202.07,1112.38
678495,"Rodríguez, Randy",4,12,0.2588,3.11,0.3786,0.1763,0.0633,0.0173,0.0035,0.0005,2.64,5.67,15.79,57.81,283.77,1928.92
570632,"Ureña, José",29,18,0.1694,3.05,0.3643,0.1768,0.0698,0.0225,0.0059,0.0013,2.75,5.66,14.33,44.53,169.03,783.21
623474,"Herget, Jimmy",1,13,0.2348,3.05,0.3649,0.1694,0.0615,0.0173,0.0037,0.0006,2.74,5.9,16.27,57.87,268.61,1658.57
663465,"Allard, Kolby",14,16,0.1906,3.05,0.3645,0.1745,0.0671,0.0208,0.0052,0.001,2.74,5.73,14.89,48.15,193.65,971.97
680742,"Bowlan, Jonathan",3,13,0.2348,3.05,0.3649,0.1694,0.0615,0.0173,0.0037,0.0006,2.74,5.9,16.27,57.87,268.6,1658.53
621383,"Banks, Tanner",1,13,0.2338,3.04,0.3615,0.1671,0.0603,0.0169,0.0036,0.0006,2.77,5.98,16.58,59.27,276.55,1716.76
664141,"Brubaker, JT",2,15,0.2029,3.04,0.3627,0.1718,0.0649,0.0195,0.0047,0.0009,2.76,5.82,15.42,51.27,214.75,1140.27
689266,"Dodd, Dylan",3,13,0.2339,3.04,0.3619,0.1673,0.0604,0.0169,0.0036,0.0006,2.76,5.98,16.55,59.13,275.73,1710.75
664991,"Wolfram, Grant",2,13,0.2336,3.04,0.3608,0.1666,0.0601,0.0168,0.0036,0.0006,2.77,6.0,16.64,59.56,278.17,1728.69
660896,"Alcala, Jorge",1,13,0.2335,3.03,0.3604,0.1663,0.0599,0.0167,0.0036,0.0006,2.77,6.01,16.68,59.74,279.22,1736.46
689690,"Jacob, Alek",1,14,0.2152,3.01,0.3548,0.1646,0.0603,0.0173,0.0039,0.0007,2.82,6.08,16.6,57.64,256.12,1472.72
445926,"Chavez, Jesse",2,14,0.215,3.01,0.3543,0.1642,0.0601,0.0173,0.0039,0.0007,2.82,6.09,16.65,57.86,257.3,1480.76
669199,"Bachar, Lake",2,12,0.2507,3.01,0.3533,0.1591,0.0551,0.0145,0.0028,0.0004,2.83,6.29,18.16,69.09,352.85,2497.3
686580,"Slaten, Justin",1,13,0.2308,3.0,0.3514,0.1602,0.057,0.0157,0.0033,0.0005,2.85,6.24,17.55,63.7,301.94,1904.85
675627,"Grove, Michael",2,13,0.2303,2.99,0.3499,0.1592,0.0565,0.0155,0.0033,0.0005,2.86,6.28,17.7,64.41,306.09,1935.82
700669,"Graceffo, Gordon",6,15,0.1994,2.99,0.3496,0.1627,0.0603,0.0178,0.0042,0.0008,2.86,6.15,16.59,56.28,240.56,1303.9
660853,"De Los Santos, Enyel",1,13,0.2292,2.98,0.3464,0.1569,0.0554,0.0151,0.0032,0.0005,2.89,6.37,18.06,66.05,315.61,2007.21
669438,"Englert, Mason",9,14,0.2126,2.98,0.3459,0.1585,0.0573,0.0163,0.0036,0.0006,2.89,6.31,17.46,61.48,277.07,1616.15
658648,"Avila, Pedro",5,13,0.2281,2.97,0.3426,0.1543,0.0542,0.0147,0.0031,0.0005,2.92,6.48,18.46,67.94,326.63,2090.36
621053,"Ferguson, Tyler",1,12,0.2473,2.97,0.343,0.1522,0.0519,0.0134,0.0026,0.0004,2.92,6.57,19.28,74.55,387.12,2786.73
687377,"Ribalta, Orlando",1,14,0.2099,2.94,0.3362,0.152,0.0541,0.0152,0.0033,0.0006,2.97,6.58,18.47,66.01,302.04,1789.51
694037,"Palencia, Daniel",1,12,0.2452,2.94,0.3363,0.1478,0.0499,0.0128,0.0024,0.0003,2.97,6.76,20.05,78.34,411.21,2992.98
694335,"Svanson, Matt",2,12,0.245,2.94,0.3358,0.1475,0.0497,0.0127,0.0024,0.0003,2.98,6.78,20.11,78.64,413.14,3009.54
663773,"Hoeing, Bryan",6,14,0.209,2.93,0.3332,0.15,0.0532,0.0148,0.0032,0.0005,3.0,6.67,18.8,67.49,310.3,1847.46
663765,"Woodford, Jake",16,16,0.1824,2.92,0.3317,0.1519,0.0558,0.0164,0.0039,0.0007,3.02,6.58,17.94,60.93,257.79,1362.47
669422,"Sauer, Matt",6,15,0.1949,2.92,0.3329,0.1514,0.0547,0.0157,0.0036,0.0006,3.0,6.6,18.27,63.57,278.93,1552.79
605154,"Brebbia, John",1,12,0.2428,2.91,0.3291,0.1432,0.0478,0.0121,0.0023,0.0003,3.04,6.98,20.93,82.74,439.52,3237.96
675848,"Mejia, Juan",1,12,0.2422,2.91,0.3273,0.142,0.0473,0.0119,0.0022,0.0003,3.06,7.04,21.16,83.88,446.86,3301.92
641312,"Anderson, Shaun",7,15,0.1941,2.91,0.3298,0.1494,0.0538,0.0154,0.0035,0.0006,3.03,6.69,18.6,65.05,286.86,1605.01
656848,"Petersen, Michael",1,13,0.2234,2.9,0.3273,0.1443,0.0495,0.0131,0.0027,0.0004,3.06,6.93,20.21,76.19,375.45,2464.17
663485,"Sands, Cole",1,12,0.2417,2.9,0.3256,0.141,0.0468,0.0118,0.0022,0.0003,3.07,7.09,21.38,84.97,454.0,3364.28
673513,"Matsui, Yuki",1,12,0.241,2.89,0.3235,0.1396,0.0462,0.0116,0.0022,0.0003,3.09,7.16,21.66,86.4,463.28,3445.62
678024,"Vasil, Mike",16,14,0.2056,2.88,0.3211,0.1421,0.0495,0.0135,0.0029,0.0005,3.11,7.04,20.21,73.98,346.91,2107.19
676263,"Dreyer, Jack",1,12,0.2402,2.88,0.3211,0.1381,0.0455,0.0114,0.0021,0.0003,3.11,7.24,21.97,87.99,473.64,3536.76
642232,"Yarbrough, Ryan",28,15,0.1913,2.87,0.3194,0.1425,0.0505,0.0142,0.0032,0.0006,3.13,7.02,19.81,70.42,315.82,1797.66
681869,"Dubin, Shawn",3,13,0.2205,2.87,0.3179,0.1382,0.0467,0.0122,0.0024,0.0004,3.15,7.23,21.4,81.93,410.12,2734.74
668984,"Legumina, Casey",2,13,0.2183,2.84,0.3107,0.1337,0.0447,0.0115,0.0023,0.0003,3.22,7.48,22.38,86.68,439.16,2964.43
592426,"Jackson, Luke",2,13,0.218,2.83,0.3095,0.133,0.0444,0.0114,0.0023,0.0003,3.23,7.52,22.54,87.49,444.11,3003.87
663423,"Thornton, Trent",3,13,0.2167,2.82,0.3055,0.1305,0.0432,0.0111,0.0022,0.0003,3.27,7.67,23.12,90.34,461.7,3144.54
666277,"Soriano, George",7,13,0.2172,2.82,0.3071,0.1315,0.0437,0.0112,0.0022,0.0003,3.26,7.61,22.89,89.18,454.56,3087.28
663546,"Hjelle, Sean",5,13,0.2159,2.81,0.3028,0.1288,0.0425,0.0108,0.0021,0.0003,3.3,7.77,23.53,92.35,474.21,3245.12
663767,"Shugart, Chase",2,13,0.216,2.81,0.303,0.1289,0.0426,0.0109,0.0021,0.0003,3.3,7.76,23.49,92.16,473.04,3235.69
674285,"Salazar, Eduardo",1,14,0.1999,2.8,0.3016,0.1297,0.0438,0.0116,0.0024,0.0004,3.32,7.71,22.84,86.29,418.07,2625.06
657097,"Webb, Jacob",1,12,0.2337,2.8,0.3013,0.1258,0.0402,0.0097,0.0017,0.0002,3.32,7.95,24.9,103.06,573.86,4435.2
573124,"Rogers, Taylor",1,12,0.2321,2.79,0.2968,0.123,0.039,0.0093,0.0017,0.0002,3.37,8.13,25.65,106.99,600.52,4678.89
642546,"Hernández, Jonathan",4,13,0.2134,2.77,0.2947,0.1237,0.0403,0.0101,0.0019,0.0003,3.39,8.08,24.81,98.71,514.07,3568.51
663947,"Holton, Tyler",1,13,0.2129,2.77,0.2932,0.1229,0.0399,0.01,0.0019,0.0003,3.41,8.14,25.05,99.92,521.69,3630.87
